date;Arconate;Caiolo;Cinisello_PN;Mantova_Lunetta2;Pieve_SGiacomo;Vertemate
06/05/2017;1008.67;478.8;1266.16;4578.39;3442.1;531.34
07/05/2017;1798.69;908.52;789.49;5422.14;2931.32;1307.12
08/05/2017;2096.35;1080.23;1828.48;1251.13;1058.15;1295.95
09/05/2017;1725.28;3179.23;2159.92;2362.08;5111.19;3252.25
10/05/2017;1647.07;5524.82;2034.9;3032.4;2585.52;1615.15
11/05/2017;1391.18;1315.9;2029.58;3926.16;3174.44;3237.76
12/05/2017;1214.29;1224.53;957.73;1594.4;917.7;2147.95
13/05/2017;1328.4;1794.04;1843.11;3760.57;2644.17;1236.37
14/05/2017;837.9;3203.97;1607.97;1431.61;1703.73;1200.19
15/05/2017;1066.93;2808.83;1187.96;2430.18;1432.01;713.41
16/05/2017;510.72;3482.21;454.73;815.56;889.5;617.25
17/05/2017;655.96;4154.92;846.54;1237.96;1675.8;1030.75
18/05/2017;1639.49;3408.39;1490.66;1656.38;2364.08;1254.06
19/05/2017;3522.9;4329.15;2130.13;2213.12;5119.57;3258.5
20/05/2017;3306.91;2825.58;1388.52;2696.71;2262.33;1097.65
21/05/2017;NA;3575.57;530.67;1758.79;2343.19;677.24
22/05/2017;374.66;4250.55;973.56;1264.03;632.02;751.18
23/05/2017;1073.97;3641.01;1521.52;1489.6;1041.39;1559.42
24/05/2017;1020.38;2481.11;2368.46;2601.84;1410.86;4639.57
25/05/2017;2058.84;4901.05;2126.4;2984.52;3798.48;2304.22
26/05/2017;1007.87;5907.2;1058.15;1851.36;1697.75;1026.76
27/05/2017;687.08;5845.62;592.52;1202.85;1082.35;610.74
28/05/2017;519.36;4682.4;549.29;1824.36;885.78;751.32
29/05/2017;699.05;5102.81;649.04;1651.86;1189.42;710.22
30/05/2017;774.59;5471.35;1746.56;666.06;1242.88;758.1
31/05/2017;1587.62;3635.55;1856.55;1632.18;1717.43;1261.24
01/06/2017;974.62;4337.4;1309.25;1420.44;1145.13;833.91
02/06/2017;1087.94;4480.64;1497.05;1529.77;631.75;785.9
03/06/2017;1943.93;2655.74;1856.95;992.18;1773.95;1106.56
04/06/2017;1298.08;1574.72;1144.73;3080.3;1415.12;1392.51
05/06/2017;4209.45;4173.81;2677.02;NA;5208.55;2062.16
06/06/2017;3117.39;1364.58;1971.46;6071.45;6579.64;2094.75
07/06/2017;2134.38;3147.71;1069.72;5346;4383.32;980.34
08/06/2017;2367.29;4235.38;2392.38;2254.65;1681.12;1864.13
09/06/2017;509.12;2519.68;520.43;718.2;496.22;715.14
10/06/2017;776.06;NA;NA;NA;880.99;570.57
11/06/2017;1025.7;3810.45;887.38;1967.07;1637.1;612.46
12/06/2017;790.02;4906.9;1118;873.58;619.78;711.02
13/06/2017;881.92;4758.47;1041.12;1108.95;1071.98;585.2
14/06/2017;780.84;2712.93;1248.07;3522.9;2370.46;1088.53
15/06/2017;870.48;4616.83;871.82;864.23;642.39;710.75
16/06/2017;1195.94;937.65;1259.64;2091.42;978.61;2187.85
17/06/2017;6450.23;1729.27;2615.05;2357.27;2463.69;3764.56
18/06/2017;1717.7;5584.67;2098.74;2201.68;3072.3;1655.85
19/06/2017;945.1;4751.82;875.01;1018.78;782.04;578.82
20/06/2017;1396.5;5249.24;2058.84;1747.62;560.2;1292.76
21/06/2017;1251.26;5057.32;1077.3;2375.79;1328.67;935.66
22/06/2017;1114.41;4823.91;1839.66;1515.26;1124.65;1504.5
23/06/2017;1720.49;3228.71;2966.96;2968.56;2254.08;2006.97
24/06/2017;1005.48;5185.01;2659.73;1170.4;852.8;1161.89
25/06/2017;1899.24;4766.72;2078.79;2334.95;3238.95;1676.86
26/06/2017;2212.32;4341.12;2638.72;1211.36;1934.35;2839.02
27/06/2017;1799.49;890.57;2125.21;2977.34;1356.47;2282.39
28/06/2017;2107.25;1936.48;1917.93;3580.36;5274.78;5267.18
29/06/2017;1356.6;991.25;1438.4;5963.45;12592.44;1883.28
30/06/2017;NA;NA;2696.44;3697.13;5099.22;2184.92
01/07/2017;NA;NA;1355;1739.11;2152.6;1480.02
02/07/2017;NA;NA;1612.62;882.59;1654.65;1366.18
03/07/2017;NA;NA;1276.4;1403.95;858.65;907.72
04/07/2017;1558.49;4995.48;1324.55;2456.24;1777.54;873.81
05/07/2017;798;4707.8;861.44;848.54;690.54;747.46
06/07/2017;666.06;4025.51;597.97;1090.6;661.94;737.88
07/07/2017;954.14;3964.46;1539.47;2471.3;795.87;1615.95
08/07/2017;1016.65;3648.72;2076;1161.62;307.23;1668.35
09/07/2017;1287.01;2828.11;1063.87;3104.27;1584.43;1102.44
10/07/2017;1041.66;3043.44;1759.59;3668.06;1948.72;936.32
11/07/2017;1281.59;4234.99;1982.5;2760.42;3406.8;905.46
12/07/2017;1041.12;5507.26;1051.23;1394.9;1346.09;600.1
13/07/2017;1160.02;3172.05;2111.12;2170.56;1553.71;3672.79
14/07/2017;2872.8;4551.79;4165.56;6549.45;4446.99;1936.48
15/07/2017;2410.23;1150.45;1416.05;1742.49;1187.96;1087.28
16/07/2017;1589.62;4688.25;1735.92;2105.92;1908.28;1041.12
17/07/2017;856.65;3475.16;856.92;1039;538.65;532.53
18/07/2017;851.86;4308.54;717.14;915.7;422.94;612.86
19/07/2017;737.09;4416.66;2077.99;1006.41;605.95;844.02
20/07/2017;1085.28;3206.76;1010.8;1312.31;767.81;737.09
21/07/2017;1210.3;769.27;1596;1996.06;2384.82;1110.04
22/07/2017;932.06;2225.36;NA;1787.52;1500.77;646.65
23/07/2017;1601.05;2369.13;NA;2042.88;2021.6;684.82
24/07/2017;2107.78;1480.82;NA;2676.49;4215.04;1556.63
25/07/2017;3563.87;1950.44;4088.69;2049.66;2944.62;2135.71
26/07/2017;4861.15;3799.41;5205.62;4122.47;4337.8;3866.58
27/07/2017;672.71;1955.9;2283.88;1180.77;372.4;3709.1
28/07/2017;775.66;5012.24;817.95;1068.52;621.78;547.43
29/07/2017;1298.75;3090.92;NA;4331.54;6025.27;1266.43
30/07/2017;990.32;3101.83;NA;1716.37;2366.53;2489.76
31/07/2017;778.05;1175.06;NA;1041.79;498.75;521.36
01/08/2017;1058.55;917.7;823.54;840.56;439.43;1024.1
02/08/2017;1152.84;3554.03;1084.08;1666.22;1188.62;740.14
03/08/2017;800.39;4422.25;768.21;1071.45;472.42;353.78
04/08/2017;977.95;3706.98;NA;924.62;466.03;553.28
05/08/2017;943.24;3683.17;NA;1743.63;1352.08;361.49
06/08/2017;4402.3;3707.11;NA;2858.17;3119.12;1727.67
07/08/2017;1501.04;2002.85;NA;3897.43;3031.07;981.54
08/08/2017;4436.08;5941.91;3523.84;3365.56;4878.44;5246.05
09/08/2017;1349.46;1324.68;1500.24;3103.02;1710.91;3909.14
10/08/2017;1206.98;3476.09;2629.01;4909.3;3859.13;1709.32
11/08/2017;3479.28;3862.85;5235.41;5004.52;5214.13;3608.96
12/08/2017;3990;1745.49;2467.15;2160.49;2377.51;2652.55
13/08/2017;695.06;3484.6;850.14;1324.41;621.78;660.74
14/08/2017;1064;3225.52;1253.39;1970.53;1075.44;570.57
15/08/2017;805.98;3182.02;978.88;1027.82;539.98;520.43
16/08/2017;1675.8;1110.42;773.26;722.72;638.4;655.69
17/08/2017;942.57;3121.64;NA;1055.36;726.18;522.16
18/08/2017;2526.42;3282.17;1899.78;1132.36;1130.77;2379.33
19/08/2017;1933.69;3321.81;1699.08;3667.34;7583.72;1380.54
20/08/2017;1268.02;1343.03;761.96;1983.03;1149.12;622.44
21/08/2017;1077.3;2746.98;1358.2;2346.12;1019.84;684.82
22/08/2017;1263.5;5505;1487.47;1552.11;884.45;535.99
23/08/2017;605.15;1976.11;1051.23;1086.48;657.68;1111.88
24/08/2017;919.83;2419.14;1231.85;817.24;631.22;851.47
25/08/2017;739.35;4081.5;838.96;811.96;537.72;627.76
26/08/2017;796.94;4002.63;1064.13;712.21;436.9;675.91
27/08/2017;888.57;1559.42;1093.26;2497.34;1537.48;494.49
28/08/2017;1141.8;1854.02;2278.29;3479.28;3349.74;785.23
29/08/2017;1623.93;3921.37;1829.28;1821.04;1629.25;864.23
30/08/2017;755.57;4165.56;578.55;1275.52;1010.8;538.38
31/08/2017;1363.52;4273.02;1489.33;1177.71;1368.7;1526.44
01/09/2017;4442.86;4194.42;2244.24;2387.22;3947.44;2010.16
02/09/2017;5473.48;318.14;1808.8;4526.26;4474.12;2282.01
03/09/2017;3145.45;1536.95;760.1;2077.99;1852.16;1094.32
04/09/2017;819.28;3131.35;997.1;1185.03;1052.3;598.23
05/09/2017;702.24;3264.35;604.48;1106.03;611.67;541.84
06/09/2017;657.29;1214.95;651.97;584.76;642.39;499.68
07/09/2017;2315.26;3152.1;1862;4265.59;6355.14;2317.5
08/09/2017;1833.81;3679.31;696.26;1352.08;1195.94;1051.37
09/09/2017;3947.97;444.22;2431.07;2166.3;5380.65;3568.73
10/09/2017;5201.11;4155.98;NA;5222.91;4328.75;4845.31
11/09/2017;1287.57;370.8;883.12;1303.4;1517.53;566.58
12/09/2017;1801.49;2196.36;2968.56;3702.72;4180.99;1884.21
13/09/2017;979.01;894.42;1776.35;835.24;893.76;534.26
14/09/2017;4520.4;1973.72;895.36;2462.5;3642.87;829.52
15/09/2017;3710.7;743.74;NA;3617.6;1281.06;1585.82
16/09/2017;1177.85;1001.49;NA;959.77;1010.53;2363.61
17/09/2017;1604.51;930.07;NA;3293.74;3545.25;1752.74
18/09/2017;NA;1561.29;NA;NA;1458.34;532.53
19/09/2017;5794.54;1051.23;NA;1310.58;2053.12;1991.81
20/09/2017;2516.89;860.24;657.29;2699.9;2406.77;1450.76
21/09/2017;521.89;2536.84;659.55;1092.06;551.68;622.44
22/09/2017;694.53;1708.38;828.86;532.53;396.47;859.18
23/09/2017;624.44;1284.25;700.91;624.83;672.45;547.16
24/09/2017;2155.04;670.85;1443.85;3249.99;2048.2;1786.97
25/09/2017;954.41;3395.76;632.42;1869.71;1639.09;519.23
26/09/2017;430.12;2355.43;506.46;975.42;879.4;571.63
27/09/2017;361.23;3009.92;442.62;833.91;655.96;572.56
28/09/2017;415.36;1963.08;414.96;732.56;760.76;596.9
29/09/2017;595.31;1137.15;755.17;1506.22;981.94;354.31
30/09/2017;804.38;2502.26;840.29;2769.72;1368.04;588.53
01/10/2017;995.02;1989.68;601.43;1509.02;1251.26;410.17
02/10/2017;197.37;2329.1;381.44;501.14;506.73;272.65
03/10/2017;957.73;363.89;902.14;431.98;638.4;707.56
04/10/2017;343.14;462.44;350.72;607.01;498.62;472.81
05/10/2017;639.33;883.39;2102.73;1518.99;1744.96;1979.04
06/10/2017;13313.03;4609.51;7409.43;4653.14;3710.43;6877.16
07/10/2017;2676.49;944.96;1781.14;1556.1;1340.64;1423.23
08/10/2017;783.24;614.46;1565.94;797.2;1166.14;1130.5
09/10/2017;365.08;3718.15;296.86;532.53;740.54;426.93
10/10/2017;389.16;2007.37;433.98;410.17;NA;592.52
11/10/2017;418.42;1522.98;317.2;612.86;NA;588.92
12/10/2017;471.09;708.62;433.98;826.73;NA;797.2
13/10/2017;427.06;1068.79;364.82;735.36;NA;496.36
14/10/2017;304.04;535.46;321.86;644.78;400.33;418.95
15/10/2017;375.86;486.38;637.6;1168.27;1565.68;578.82
16/10/2017;460.18;568.97;614.46;1255.25;1450.5;2775.04
17/10/2017;333.83;428.26;193.91;456.46;714.88;501.94
18/10/2017;295.26;651.17;319.2;763.42;409.23;373.46
19/10/2017;710.09;960.39;503.14;688.02;1005.48;506.46
20/10/2017;331.44;822.34;381.44;856.01;726.18;391.02
21/10/2017;367.45;798;197.9;859.26;472.55;844.54
22/10/2017;3650.85;2494.42;3067.78;5126.94;2178.01;2264.19
23/10/2017;4751.03;977.55;6248.34;2077.99;3182.02;7127.47
24/10/2017;872.48;259.35;1116.53;3153.7;2037.56;448.88
25/10/2017;567.11;622.44;723.52;901.74;647.98;576.69
26/10/2017;231.82;688.28;502.21;934.99;803.99;377.06
27/10/2017;7010.43;3902.75;3784.91;1292.76;2094.75;4102.25
28/10/2017;433.58;694.26;1601.98;1107.36;602.62;1689.37
29/10/2017;1006.14;558.6;4008.62;3737.03;9792.66;7818.8
30/10/2017;1551.31;681.62;1173.06;3282.97;1321.49;5961.06
31/10/2017;658.75;334.1;991.12;997.5;794.81;7820.8
01/11/2017;445.02;666.86;320.4;430.92;208.54;606.48
02/11/2017;165.32;168.78;476.41;499.68;404.98;438.63
03/11/2017;323.99;526.15;359.9;749.06;568.18;587.33
04/11/2017;316.52;263.34;239.4;361.96;341.14;579.35
05/11/2017;8344.15;2816.8;4378.76;4693.84;5290.74;6690.01
06/11/2017;NA;425.7;1343.03;4910.36;3857.45;2744.32
07/11/2017;992.18;366.81;635.34;9350.05;2975.08;1227.06
08/11/2017;712.22;676.04;753.31;830.98;828.3;557.8
09/11/2017;531.34;933.39;387.83;722.99;662.5;292.2
10/11/2017;963.58;292.2;529.07;914.77;663.94;581.74
11/11/2017;494.76;516.97;680.3;651.01;746.93;428.92
12/11/2017;726.18;3149.93;1229.37;2138.92;2528.6;842.69
13/11/2017;NA;NA;4851.84;3977.5;7025.06;9878.71
14/11/2017;1170.4;163.59;530.8;1130.5;553.28;1061.61
15/11/2017;365.75;181.94;440.9;605.68;718.2;502.74
16/11/2017;242.59;140.05;229.82;1508.22;610.74;534.66
17/11/2017;238.07;470.42;233.42;431.98;921.82;410.7
18/11/2017;298.45;260.68;373.06;684.68;587.33;502.74
19/11/2017;488.64;1474.7;1640.95;1325.08;1214.95;1706.92
20/11/2017;1313.38;163.59;NA;832.31;544.24;681.76
21/11/2017;357.9;189.92;1773.16;747.99;910.25;1766.77
22/11/2017;352.45;66.5;300.05;392.08;393.81;507.93
23/11/2017;237.27;215.46;502.74;742.14;605.15;551.68
24/11/2017;135.93;241.4;201.1;329.84;461.91;238.34
25/11/2017;307.76;270.26;521.9;1766.24;1055.45;577.75
26/11/2017;NA;269.85;5234.88;3042.24;3660.43;9002.24
27/11/2017;NA;102.41;880.99;2339.34;1013.73;1116.8
28/11/2017;269.99;398.26;248.71;581.08;561.82;645.18
29/11/2017;309.06;348.19;588.62;1511.94;868.22;562.32
30/11/2017;3077.35;109.62;3019.63;3890.25;1597.6;2345.06
01/12/2017;980.21;162.39;1240.09;1325.74;987.39;1018.65
02/12/2017;2156.06;145.24;1085.28;6401.33;4502.85;945.1
03/12/2017;415.23;105.88;420.55;1672.08;343.67;389.03
04/12/2017;335.03;346.99;817.15;1801.75;1207.91;359.1
05/12/2017;252.17;182.88;217.99;240.73;297.92;1586.96
06/12/2017;544.24;93.1;1671.14;1190.35;890.57;1396.9
07/12/2017;484.12;58.52;301.64;421.3;430.92;1053.89
08/12/2017;414.96;964.52;2603.08;690.38;825.93;495.82
09/12/2017;3469.3;2010.96;4603.66;3127.76;4987.37;NA
10/12/2017;1077.3;332.5;NA;1492.66;996.17;702.24
11/12/2017;NA;743.47;NA;448.88;NA;NA
12/12/2017;244.19;NA;701.52;1785.26;2427.52;457.52
13/12/2017;330.64;NA;NA;1867.72;1708.22;389.42
14/12/2017;487.31;NA;377.99;1041.64;803.19;497.82
15/12/2017;697.98;NA;NA;2027.72;2867.48;933.66
16/12/2017;2666.92;NA;NA;2781.71;2981.73;1444.91
17/12/2017;4391.53;NA;NA;1689.62;1031.02;2085.44
18/12/2017;1103.1;NA;NA;259.35;664.73;462.84
19/12/2017;336.49;98.15;636.8;470.29;402.19;519.5
20/12/2017;811.7;106.4;1145.53;830.72;927.01;614.99
21/12/2017;367.21;286.22;375.06;665;395.81;513.38
22/12/2017;214.26;351.12;561.39;2260.85;516.84;258.55
23/12/2017;449.54;155.61;331.97;739.48;432.25;353.12
24/12/2017;359.1;126.35;1208.7;1047.38;554.61;728.97
25/12/2017;463.5;53.2;1070.92;787.1;574.56;1241.42
26/12/2017;453;272.92;360.7;884.04;705.03;776.72
27/12/2017;1441.85;775.08;1122.99;3838.51;3438.58;3075.86
28/12/2017;6349.42;339.15;4828.56;1969.07;1829.39;3981.89
29/12/2017;5209.34;172.37;779.25;1281.06;1099.64;2312.6
30/12/2017;1721.96;302.18;1499.84;689.87;388.23;901.08
31/12/2017;467.5;137.26;333.56;461.24;280.5;385.03
01/01/2018;NA;2025.86;617.39;2071.08;2021.33;538.98
02/01/2018;775.39;422.01;2043.35;4868.2;3334.44;1603.85
03/01/2018;2878.78;1140.61;1282.25;2259.94;3518.12;1056.29
04/01/2018;1492.53;529.34;614.99;2292.87;1972.66;499.68
05/01/2018;378.78;948.82;402.46;458.47;354.84;619.78
06/01/2018;113.85;247.23;129.81;466.46;517.17;1084.51
07/01/2018;1032.88;169.58;850.9;2521.68;1275.47;841.22
08/01/2018;9447.28;450.07;7051.66;7990.43;6247.32;3351.6
09/01/2018;5659.07;1731.66;4717.64;7769.37;6609.04;7711.34
10/01/2018;1054.03;99.48;823.54;740.31;1052.08;817.15
11/01/2018;474.81;73.02;597.7;856.52;785.76;500.08
12/01/2018;580.94;110.66;642.66;NA;163.99;452.33
13/01/2018;549.29;46.55;364.95;947.62;1383.2;505.4
14/01/2018;576.56;98.15;784.57;361.76;674.31;734.96
15/01/2018;359.1;102.14;378.25;499.02;667.93;310.69
16/01/2018;289.67;171.17;965.94;1271.21;1234.51;574.29
17/01/2018;2744.59;1665.69;5273.18;9612.97;6777.68;5131.67
18/01/2018;1145.53;2706.55;1392.38;1762.65;762.09;1107.36
19/01/2018;470.29;395.68;1113.21;340.75;425.6;964.78
20/01/2018;804.38;372.4;889.5;717.8;597.84;593.18
21/01/2018;5746.93;415.84;5934.46;4301.22;6794.17;6120.66
22/01/2018;888.17;411.5;896.42;1141.01;713.28;895.62
23/01/2018;696.39;363.09;1058.68;1254.99;1112.55;1193.81
24/01/2018;379.85;277.7;664.6;1279.46;1461.4;608.61
25/01/2018;122.89;322.39;206.15;621.83;153.22;1450.25
26/01/2018;646.65;727.78;428.79;707.34;458.05;284.89
27/01/2018;743.74;588.39;1514.87;1655.85;1993;936.05
28/01/2018;300.78;255.36;412.83;1638.56;624.83;255.09
29/01/2018;356.97;949.62;591.58;477.07;415.49;690.54
30/01/2018;1090.6;1520.59;682.29;1050.17;736.16;1165.08
31/01/2018;210.14;383.31;208.81;566.29;441.83;226.63
01/02/2018;755.17;665;1946.86;1698.54;2206.6;1036.37
02/02/2018;959.99;1441.85;763.69;1220.94;1672.84;988.99
03/02/2018;1278.66;148.43;739.35;3075.48;974.62;1060.67
04/02/2018;1016.12;152.95;832.05;959.73;552.22;1110.55
05/02/2018;1568.07;837.9;732.16;3271.27;1553.44;809.97
06/02/2018;466.83;272.92;809.17;2934.63;NA;359.5
07/02/2018;574.56;111.72;775.58;1685.51;NA;667.13
08/02/2018;216.79;1042.72;NA;490.08;NA;168.11
09/02/2018;2910.97;NA;NA;366.55;NA;591.05
10/02/2018;922.35;481.46;720.86;888.17;1000.69;1109.75
11/02/2018;772.46;927.81;944.3;1290.5;812.9;790.02
12/02/2018;4265.84;2269.78;934.99;1910.41;1349.42;1824.76
13/02/2018;1307.92;346.86;648.38;1322.95;1799.49;664.6
14/02/2018;668.32;325.98;763.69;821.94;387.83;1122.65
15/02/2018;736.82;318.4;667.53;594.64;359.1;843.75
16/02/2018;493.32;674.04;561.26;612.73;470.42;1128.37
17/02/2018;600.55;166.78;379.05;761.29;290.6;369.08
18/02/2018;924.08;3591.66;1199.66;3002.08;2163.64;1368.67
19/02/2018;650.37;2214.72;461.78;1655.85;272.92;323.32
20/02/2018;637.42;1897.64;816.22;1107.36;1327.87;779.38
21/02/2018;1136.35;482.79;1037.4;574.29;912.38;874.61
22/02/2018;520.69;2932.38;606.48;5171.04;1062.67;1034.21
23/02/2018;657.06;1072.51;1014.39;2474.5;635.64;1052.96
24/02/2018;674.78;1475.63;NA;6246.21;869.02;869.02
25/02/2018;3438.85;7395.82;3350.8;9017.93;6619.94;4706.6
26/02/2018;2093.55;2031.61;1974.22;3983.42;3081.08;1024.75
27/02/2018;675.11;1344.1;878.6;1884.21;678.83;1060.67
28/02/2018;900.14;2857.11;1086.48;1481.09;1623.53;531.47
01/03/2018;NA;505.4;518.67;1635.37;1198.66;1442.52
02/03/2018;302.84;1831.28;889.61;1282.92;1556.1;920.87
03/03/2018;555.94;1524.98;1595.43;1844.98;1162.72;344.07
04/03/2018;678.83;2782.76;1642.75;2731.16;2733.12;23093.32
05/03/2018;808.64;1042.72;408.97;1126.78;367.08;768.08
06/03/2018;735.49;2645.37;742.94;434.11;497.42;883.39
07/03/2018;489.31;1526.84;1316.7;2836.62;1081.02;589.46
08/03/2018;1127.84;1223.07;679.9;1651.79;870.88;1158.43
09/03/2018;668.32;3085.6;1195.4;1070.92;645.18;1266.83
10/03/2018;452.59;149.62;567.91;757.83;812.23;1710.91
11/03/2018;1083.82;1295.21;449.59;5347.66;4231;1298.75
12/03/2018;422.94;1266.16;476.8;747.99;1312.43;1136.95
13/03/2018;541.04;1532.16;790.02;977.28;1269.88;1253.52
14/03/2018;1128.37;3238.95;1795.23;1029.42;612.86;1302.87
15/03/2018;1783.26;2086.05;2256.74;9340.06;11131.09;2944.21
16/03/2018;1073.97;2428.58;NA;5307.9;2678.89;1378.94
17/03/2018;2229.21;3642.74;NA;3974.16;2114.7;1832.24
18/03/2018;1871.84;1872.64;NA;6583.5;6390.92;1436.99
19/03/2018;1371.36;6543.6;1482.95;6584.82;3737.01;1445.8
20/03/2018;1874.5;4059.69;2664.12;4832.02;3758.43;1426.2
21/03/2018;1114.41;3088.26;1179.18;3981.8;3358.78;1223.6
22/03/2018;584.4;2994.63;NA;1556.1;1031.02;805.98
23/03/2018;1330;2966.17;1062.94;1489.97;1859.87;1607.97
24/03/2018;2051.92;2679.95;2490.29;1989.68;2469.01;2082.78
25/03/2018;1182.1;3898.1;608.61;816.35;1089.27;712.88
26/03/2018;549.82;3107.41;682.29;1386.53;937.25;967.18
27/03/2018;855.86;4158.38;703.84;2334.7;1416.05;1237.96
28/03/2018;1287.44;5640.66;824.6;1580.04;948.29;1311.11
29/03/2018;1272.81;1763.58;921.69;2737.41;2013.09;1342.63
30/03/2018;2580.33;1321.49;1928.37;5117.18;4720.97;2609.46
31/03/2018;3387.51;2347.45;1675.8;2128.66;5277.44;1590.15
01/04/2018;1280.79;5582.54;3413.05;5567.38;6107.36;1988.22
02/04/2018;1600.52;4144.01;1578.98;1200.19;803.32;2028.12
03/04/2018;1050.17;2196.36;1142.74;2103.5;1990.04;490.77
04/04/2018;957.6;1734.05;NA;3448.56;2765.07;1222.54
05/04/2018;857.58;2896.74;NA;2475.4;2755.76;1642.28
06/04/2018;1644.68;3045.17;1002.82;1034.21;807.98;1336.65
07/04/2018;972.23;5122.1;1003.22;1991.81;1632.71;1016.65
08/04/2018;1127.04;2882.77;1442.78;4222.75;3464.52;896.55
09/04/2018;1556.63;3109.81;2628.35;3780.26;3431.4;2259.94
10/04/2018;1704.79;3974.04;NA;2491.62;2164.18;2071.08
11/04/2018;2218.56;1187.42;2519.15;8394.43;10204.27;1822.1
12/04/2018;4260.66;2394.13;NA;7698.17;9129.12;3914.98
13/04/2018;933.66;4535.57;1856.55;1661.57;976.59;649.44
14/04/2018;919.3;3561.74;692.4;877.27;544.77;773.66
15/04/2018;1433.47;3560.14;629.89;1192.21;1354.47;917.7
16/04/2018;614.46;1430.41;597.97;2260.34;1048.97;789.22
17/04/2018;1024.23;2851.92;1019.84;1490.4;957.07;4830.56
18/04/2018;1032.08;1784.86;1287.57;1366.18;1225.73;1113.21
19/04/2018;1336.78;3845.03;1209.37;2330.56;1016.65;918.9
20/04/2018;555.41;2153.54;493.43;913.44;584.27;1113.21
21/04/2018;722.19;1677.93;983.14;1700.94;624.83;1033.94
22/04/2018;819.28;3670.8;639.86;1409.8;589.59;740.14
23/04/2018;936.05;3069.51;883.12;966.38;431.98;740.14
24/04/2018;1431.61;3064.32;1015.32;1243.55;681.62;912.91
25/04/2018;1223.07;4309.2;1276.8;1303.67;915.31;1256.85
26/04/2018;1439.72;4532.51;1342.9;1750.47;1149.92;1034.08
27/04/2018;3008.9;4093.74;2234.67;6202.69;3809.79;2585.52
28/04/2018;921.69;2225.36;1063.87;1334.26;1316.7;1156.3
29/04/2018;2261;1825.69;2851.52;3559.08;4102.78;2649.76
30/04/2018;6580.34;2469.14;3359.85;4005.96;7431.77;2780.23
01/05/2018;2754.16;2261;1413.26;1635.63;2295.71;1557.03
02/05/2018;1667.82;462.04;1092.06;3653.98;2684.65;2955.39
03/05/2018;1472.58;1855.22;1293.16;3330.62;2869.32;1366.58
04/05/2018;1141.01;1565.68;NA;4769.51;4510.56;815.18
05/05/2018;1457.15;1067.86;1186.36;4272.09;3918.18;950.95
06/05/2018;1131.16;3006.73;1189.82;671.52;904.4;2192.9
07/05/2018;2061.5;2143.03;983;1963.21;1550.12;1117.2
08/05/2018;4477.84;4347.9;1520.32;1663.3;3780.66;2280.62
09/05/2018;4435.55;3980.42;NA;1565.68;2096.7;2465.55
10/05/2018;812.9;NA;566.05;763.42;984.13;829.92
11/05/2018;3579.03;1579.64;2178.54;2564.51;4174.6;2025.86
12/05/2018;766.08;626.16;608.87;744.8;1237.83;807.98
13/05/2018;2855.78;950.95;1563.15;2152.21;4929.25;3455.07
14/05/2018;1611.96;3957.28;2170.56;3001.81;2775.44;4119.68
15/05/2018;2159.92;3879.88;1327.61;1823.43;848.54;1000.82
16/05/2018;2304.23;5096.03;1843.38;1085.55;983.14;2534.45
17/05/2018;588.53;1768.77;817.15;956.8;1285.87;1253.13
18/05/2018;2216.84;4483.56;684.28;932.06;1189.42;12891.69
19/05/2018;1958.82;1840.45;736.16;882.59;3255.84;2140.24
20/05/2018;2760.68;282.49;2118.96;2911.1;2729.16;2145.03
21/05/2018;2441.08;1281.06;1398.1;2420.87;3805.8;1447.17
22/05/2018;NA;1966.01;1325.48;1702.8;2032.24;751.72
23/05/2018;NA;3517.45;459.91;1995.53;1819.44;755.44
24/05/2018;428.26;2680.22;671.52;947.36;734.16;753.05
25/05/2018;606.88;4014.74;621.91;1419.38;798.8;718.2
26/05/2018;683.35;4142.42;1542.8;1831.87;1097.25;1250.2
27/05/2018;3183.49;3371.55;1637.5;1331.06;2528.06;3185.11
28/05/2018;1168.67;1879.29;2098.21;1375.39;3074.76;3599.38
29/05/2018;343.14;5139.12;1125.58;1651.86;733.26;895.65
30/05/2018;961.86;1310.85;588.39;1493.86;1294.62;976.62
31/05/2018;896.95;907.06;2071.21;3269.94;3964.86;1337.45
01/06/2018;893.76;2675.43;1914;2583.39;1659.84;1175.72
02/06/2018;854.66;3099.83;945.1;2032.64;1126.24;821.14
03/06/2018;557;2631.67;628.42;1061.34;633.08;871.42
04/06/2018;1739.11;1012.93;985.93;2112.84;2181.2;1257.38
05/06/2018;1079.83;4518.41;1186.36;2130.66;2172.56;916.37
06/06/2018;821.94;2706.68;2202.35;1641.09;2471.8;7496.41
07/06/2018;1036.2;1421.5;2081.45;2723.17;1867.32;1280.99
08/06/2018;592.52;4884.96;1131.16;4001.79;1481.22;1197
09/06/2018;811.96;4427.3;1597.6;2636.33;2411.02;951.35
10/06/2018;800.66;4359.08;1520.32;2681.55;1356.47;10384.37
11/06/2018;1136.75;1315.1;912.38;1082.62;1261.64;1465.13
12/06/2018;1798.69;3313.7;1888.07;2632.74;2667.45;4184.84
13/06/2018;987.52;2239.19;742.14;2541.23;2962.18;758.1
14/06/2018;1339.98;3701.39;922.49;2040.35;1779.01;918.9
15/06/2018;917.7;4700.22;1514.2;1368.17;1973.32;828.86
16/06/2018;756.1;4446.46;590.52;1240.62;864.5;527.74
17/06/2018;584.4;3642.47;614.46;1076.77;390.75;885.38
18/06/2018;1173.06;1870.64;1247.54;3835.99;2332.55;2234.4
