date;Arconate;Caiolo;Cinisello_PN;Mantova_Lunetta2;Pieve_SGiacomo;Vertemate
08/03/2016;2073.87;1029.42;1535.35;6016.52;1787.52;1429.22
09/03/2016;575.36;1335.98;845.88;5867.07;1157.63;804.65
10/03/2016;829.79;1883.28;672.71;948.02;960.39;1021.44
11/03/2016;1398.63;4064.61;1385.33;709.42;1333.99;783.37
12/03/2016;993.11;3208.36;1078.25;2165.91;1145.13;819.28
13/03/2016;1173.06;3271.27;1075.44;2025.86;1065.06;1600.26
14/03/2016;1948.98;5541.31;970.9;2617.97;1898.44;954.41
15/03/2016;3590.2;1196.34;4547.58;5623.51;7561.98;2993.69
16/03/2016;5622.04;3470.77;4422.92;NA;10204.69;8315.43
17/03/2016;774.72;NA;558.6;1654.47;1995.93;617.25
18/03/2016;1015.85;NA;1265.1;1838.86;1657.71;1527.37
19/03/2016;1089.14;NA;1688.04;1619.94;1357.66;1531.76
20/03/2016;1752.27;NA;1746.82;NA;767.81;1899.51
21/03/2016;790.02;NA;955.21;NA;961.59;904.4
22/03/2016;2125.21;4936.96;1589.35;3558.02;2560.25;1940.07
23/03/2016;1966.27;3705.91;1428.55;NA;3144.12;1744.03
24/03/2016;942.57;1903.63;950.42;1825.82;937.12;923.02
25/03/2016;1026.76;4366.66;1103.24;1953.5;939.11;1017.45
26/03/2016;1005.75;2868.94;1240.62;1488.8;854.66;1082.89
27/03/2016;1827.82;5064.91;1814.65;2056.98;935.66;1731.66
28/03/2016;771;3470.77;897.08;1428.15;1110.82;671.52
29/03/2016;2204.61;NA;1887.27;2126.67;1031.55;1161.89
30/03/2016;829.79;NA;628.42;1062.94;1061.34;555.41
31/03/2016;648.38;NA;1828.22;3271.27;2220.83;1666.22
01/04/2016;1543.43;NA;1733.18;2437.84;2427.72;952.46
02/04/2016;NA;NA;828.86;2403.58;2598.29;1311.91
03/04/2016;705.43;NA;548.62;1698.68;641.59;342.61
04/04/2016;1314.14;NA;1522.85;1996.99;1872.11;1194.61
05/04/2016;1459.13;NA;1329.33;1950.18;954.14;1637.43
06/04/2016;537.72;NA;593.71;603.29;619.25;643.72
07/04/2016;2372.05;NA;1519.39;3065.78;3191.1;1739.51
08/04/2016;1618.08;NA;1506.22;2607.52;1876.9;1805.08
09/04/2016;NA;NA;762.09;2835.29;2137.84;NA
10/04/2016;829.92;NA;1353.81;670.32;574.03;879.8
11/04/2016;2230.41;NA;2875.73;1824.36;1158.7;1880.09
12/04/2016;1303.4;3545.25;1333.33;2200.35;787.63;806.11
13/04/2016;1318.3;4589.83;1801.22;NA;2964.54;1319.09
14/04/2016;861.84;NA;1947.12;2308.61;2062.83;1384
15/04/2016;1746.29;NA;1372.56;2387.48;951.62;1537.88
16/04/2016;772.46;NA;950.42;1690.96;6776.22;1180.24
17/04/2016;3638.88;NA;2115.1;1775.55;7062.3;2506.78
18/04/2016;9490.88;NA;4535.83;4051.58;7158.46;2979.2
19/04/2016;2596.16;1752.41;NA;2863.22;1939.94;1706.92
20/04/2016;1343.3;NA;1682.45;2166.3;2679.68;6463.8
21/04/2016;501.14;NA;549.29;756.9;1052.96;1007.48
22/04/2016;2413.95;NA;2478.06;684.68;2469.01;1673.14
23/04/2016;815.02;NA;420.81;1611.96;923.82;2625.35
24/04/2016;NA;NA;4060.49;5318.4;6883.95;4475.72
25/04/2016;5415.23;NA;4749.7;2920.28;2436.29;2849.26
26/04/2016;1608.77;NA;1024.23;2050.86;2450.39;1139.68
27/04/2016;3956.88;NA;3638.88;4334.74;3493.64;4285.26
28/04/2016;2071.48;NA;2829.31;3245.47;3423.42;1308.72
29/04/2016;1376.28;NA;1582.7;2617.97;1978.77;586.42
30/04/2016;1765.04;NA;1758.79;2318.06;6150.98;2417.94
01/05/2016;2005.27;NA;1181.04;3826.41;3795.29;2062.83
02/05/2016;1849.37;NA;1089.14;1418.68;1319.36;1640.95
03/05/2016;6381.61;NA;3219.66;3190;1899.24;3519.18
04/05/2016;7909.78;NA;1208.44;3371.02;1608.63;1867.32
05/05/2016;1673.67;NA;929.27;5675.38;5239.67;987.52
06/05/2016;902.14;NA;729.9;1218.28;1188.62;761.96
07/05/2016;674.31;NA;610.47;1562.09;1100.58;846.28
08/05/2016;1372.56;NA;1223.33;NA;2757.89;1234.24
09/05/2016;707.69;NA;684.68;1528.21;1033.68;710.22
10/05/2016;522.54;NA;640.4;1710.91;1047.38;618.82
11/05/2016;1597.6;NA;1732.32;6675.41;5979.28;2353.57
12/05/2016;2771.72;1353.28;1311.38;6489.77;3911;2960.05
13/05/2016;461.64;NA;614.46;1551.31;1198.33;658.35
14/05/2016;1316.57;NA;3751.66;2187.58;2044.87;2642.18
15/05/2016;4698.62;NA;2360.48;NA;4918.87;2802.84
16/05/2016;744.8;NA;1062.67;NA;2872.8;1133.82
17/05/2016;861.84;NA;712.88;1125.18;1092.86;1464.33
18/05/2016;1167.47;NA;1748.95;1369.23;938.45;849.14
19/05/2016;8093.32;2575.12;3292.02;3780.39;4348.7;5255.76
20/05/2016;1240.09;NA;850.14;1638.56;1641.35;995.9
21/05/2016;790.02;NA;876.2;1038.73;1005.48;869.02
22/05/2016;1773.95;NA;1223.07;1528.97;1307.52;1888.07
23/05/2016;10895.09;NA;2947.95;3027.08;3803.8;6094.72
24/05/2016;1404.48;NA;2839.82;1700.94;1476.83;2233.87
25/05/2016;1012.66;4364.53;NA;1847.37;1412.33;1393.57
26/05/2016;600.1;NA;NA;1155.5;944.83;856.52
27/05/2016;544.64;NA;NA;1116.93;1504.23;638.4
28/05/2016;1039;NA;1283.18;1431.61;1195.67;702.24
29/05/2016;1737.51;NA;1645.74;1627.65;2612.39;5307.23
30/05/2016;1612.49;NA;949.62;5639.2;2751.5;614.99
31/05/2016;1808.93;NA;1325.48;3405.33;6222.01;3663.35
01/06/2016;999.36;NA;1391.71;1885.28;4202.8;795.87
02/06/2016;2686.07;NA;2226.42;2949.41;2774.25;1492.53
03/06/2016;761.82;NA;721.39;1576.85;1600.65;821.14
04/06/2016;1067.19;NA;904.93;1554.9;1261.64;2939.3
05/06/2016;1138.48;NA;1465.13;1490.4;1351.81;1985.42
06/06/2016;881.92;NA;864.23;876.2;1326.67;685.22
07/06/2016;1027.82;4763.4;1351.28;974.36;418.95;1269.88
08/06/2016;1479.06;NA;1902.96;2668.51;2991.7;1712.38
09/06/2016;1695.35;NA;1360.59;2027.72;2587.91;1242.22
10/06/2016;790.95;NA;588.39;730.3;532;963.58
11/06/2016;721.39;NA;914.51;1403.95;1484.94;1942.2
12/06/2016;821.41;NA;618.18;1286.38;1162.69;776.72
13/06/2016;730.17;NA;1056.02;892.03;1154.97;1082.89
14/06/2016;1742.83;NA;1019.84;3546.84;2704.75;3816.57
15/06/2016;2564.51;2275.9;1315.5;5338.35;7093.16;1165.08
16/06/2016;2660.93;NA;3375.81;4962.5;5587.2;3211.82
17/06/2016;3202.64;NA;2460.77;5705.7;6833.54;2843.27
18/06/2016;901.21;NA;2086.24;1580.04;1835.93;1040.73
19/06/2016;3235.22;NA;1506.62;1357.4;2699.24;1818.91
20/06/2016;1297.02;NA;820.74;1199.13;1316.7;1351.81
21/06/2016;633.08;NA;622.44;1092.06;488.64;755.57
22/06/2016;521.36;NA;308.56;808.64;363.89;1025.03
23/06/2016;716.87;NA;605.95;701.44;444.35;557.8
24/06/2016;746.13;NA;477.2;766.08;532.53;446.88
25/06/2016;4156.92;NA;3497.37;1266.83;4025.51;5175.7
26/06/2016;1597.6;NA;1477.5;4254.4;1335.85;2477.39
27/06/2016;5135.13;NA;1082.62;2568.5;1487.74;1436.4
28/06/2016;917.17;4215.04;818.75;1483.08;1468.32;665
29/06/2016;922.49;4513.49;737.09;1584.03;1270.68;994.84
30/06/2016;1325.48;NA;1484.28;709.95;942.17;710.22
01/07/2016;719;NA;600.5;873.81;478.93;863.84
02/07/2016;1865.72;NA;1370.43;1850.19;2550.67;6535.62
03/07/2016;1852.37;NA;2066.82;3794.36;2913.1;1335.85
04/07/2016;1504.31;NA;1416.32;4085.76;3006.73;1096.45
05/07/2016;787.63;NA;1905.36;833.91;622.44;1321.49
06/07/2016;649.04;NA;1552.91;869.29;528.14;725.78
07/07/2016;1452.36;NA;1635.9;3148.51;2881.58;1122.52
08/07/2016;1835;NA;1627.92;1645.88;1391.31;1221.47
09/07/2016;1031.02;NA;883.12;1253.53;550.22;656.36
10/07/2016;1119.99;NA;883.12;1021.17;824.6;462.84
11/07/2016;1410.86;NA;2766.4;1040.59;1261.51;2462.23
12/07/2016;1666.76;NA;884.05;1103.9;1632.71;798.53
13/07/2016;10121.83;NA;11393.58;5839.23;7490.83;22438.96
14/07/2016;5945.37;NA;5269.59;3725.86;6247.01;3186.68
15/07/2016;8947.57;NA;3572.38;1587.22;2664.52;3330.32
16/07/2016;3352.66;NA;1735.92;2681.28;1187.96;1468.32
17/07/2016;853.86;NA;1663.03;2830.24;1153.24;1515.4
18/07/2016;1027.03;NA;1133.16;853.46;1245.81;1153.24
19/07/2016;745.46;NA;573.5;773.26;694.92;654.36
20/07/2016;773.26;NA;664.34;1163.75;596.11;683.09
21/07/2016;989.52;3818.43;766.08;766.61;830.45;1290.1
22/07/2016;2229.35;3626.91;1742.83;1000.69;1736.31;2545.09
23/07/2016;2976.81;NA;1949.51;1545.46;1676.86;4181.65
24/07/2016;686.28;NA;624.04;1072.51;1174.26;1082.09
25/07/2016;912.25;NA;2179.74;1376.35;1035.27;899.08
26/07/2016;3700.49;NA;2312.6;1187.43;864.5;2587.14
27/07/2016;2506.78;606.08;2306.91;2131.32;6896.88;7313.14
28/07/2016;988.06;NA;652.36;1595.48;1732.19;737.88
29/07/2016;658.35;NA;396.47;597.7;756.9;540.64
30/07/2016;588.53;NA;734.82;773.26;355.64;916.1
31/07/2016;3549.9;NA;1963.08;4326.96;6345.5;2586.21
01/08/2016;NA;NA;1975.05;5493.57;3223.92;1921.85
02/08/2016;NA;NA;408.04;1751.08;935.26;508.72
03/08/2016;650.37;NA;399.4;1097.25;654.49;566.58
04/08/2016;1337.79;NA;859.45;1272.31;920.76;2157.79
05/08/2016;8109.01;NA;10533.6;4260.26;2233.87;5155.08
06/08/2016;2878.78;NA;1008.14;966.64;718.86;1012.53
07/08/2016;832.05;NA;682.29;1602.65;591.58;774.06
08/08/2016;546.36;NA;444.75;1085.94;779.25;617.65
09/08/2016;955.21;NA;1955.5;1361.99;444.75;1630.31
10/08/2016;3977.23;NA;1266.83;2374.85;3982.78;1946.06
11/08/2016;1749.44;NA;1437.14;1999.79;4278.74;930.47
12/08/2016;780.98;NA;957.6;2328.83;934.32;619.25
13/08/2016;646.91;NA;444.35;1135.29;889.5;393.55
14/08/2016;608.87;NA;526.68;563.65;305.9;642.39
15/08/2016;553.01;NA;514.71;880.99;329.18;502.74
16/08/2016;1220.54;NA;1809.86;888.17;542.64;1771.43
17/08/2016;1060.54;NA;1688.57;4239.77;1759.59;1122.65
18/08/2016;1027.91;NA;1037.4;741.15;885.25;1150.45
19/08/2016;954.14;NA;938.45;5728.09;1752.41;674.58
20/08/2016;917.7;NA;1164.68;1431.61;1391.71;925.68
21/08/2016;6083.15;NA;1586.02;1619.94;2344.79;2891.95
22/08/2016;6771.96;NA;678.83;1035.54;2055.65;1411.26
23/08/2016;620.05;NA;680.96;744.8;598.5;716.74
24/08/2016;587.33;NA;608.61;1093.26;988.06;748.52
25/08/2016;1365.91;NA;960.26;2148.08;1213.62;694.26
26/08/2016;1056.29;NA;704.37;1522.58;1374.69;714.21
27/08/2016;443.29;NA;513.51;808.64;539.98;463.37
28/08/2016;737.35;NA;904.4;921.69;578.55;544.77
29/08/2016;NA;NA;832.05;3411.83;1427.09;667
30/08/2016;NA;608.61;1639.62;2313.53;4653.94;1855.35
31/08/2016;NA;NA;1085.28;2408.36;979.94;790.42
01/09/2016;NA;NA;573.5;813.96;510.19;528.81
02/09/2016;NA;NA;782.04;1003.62;964.25;756.9
03/09/2016;NA;NA;512.05;960.26;703.84;504.74
04/09/2016;NA;NA;1483.48;626.7;577.49;585.2
05/09/2016;NA;NA;2293.98;1680.59;1504.23;2858.04
06/09/2016;2766.93;NA;4761.57;5429.59;6023.3;3277.12
07/09/2016;1079.03;NA;1775.55;2618.24;2036.76;1673.94
08/09/2016;588.39;NA;504.6;1337.18;954.41;482.26
09/09/2016;506.46;NA;578.82;2289.73;792.28;526.68
10/09/2016;678.83;NA;625.63;933.66;718.86;671.52
11/09/2016;1104.43;NA;828.86;1511.81;912.91;686.3
12/09/2016;1397.8;NA;736.16;1119.99;1008.27;962.84
13/09/2016;808.64;NA;411.5;525.08;553.81;809.97
14/09/2016;610.47;NA;561.79;518.7;914.11;410.7
15/09/2016;2421.66;NA;1456.08;3665.48;1212.96;4280.74
16/09/2016;1639.22;NA;1345.96;2679.6;1246.48;2310.74
17/09/2016;1913.2;NA;856.92;3164.51;1272.81;1711.71
18/09/2016;639.6;NA;657.02;1132.36;877.8;746.93
19/09/2016;5069.3;NA;1139.54;1808.93;1634.3;1582.7
20/09/2016;1302.87;NA;1106.56;2023.33;847.88;640.53
21/09/2016;893.76;NA;985.93;4050.65;3740.76;2235.02
22/09/2016;555.94;NA;681.23;1251.26;1872.11;542.64
23/09/2016;328.51;NA;305.9;833.91;689.47;477.2
24/09/2016;380.38;NA;590.52;831.38;561.93;400.6
25/09/2016;643.19;NA;689.47;1058.41;630.42;728.04
26/09/2016;719.26;NA;706.5;1161.89;1344.1;659.68
27/09/2016;534.39;NA;420.15;1053.36;731.77;441.29
28/09/2016;521.36;NA;442.62;510.06;432.52;513.51
29/09/2016;489.71;NA;702.24;360.3;478.93;555.01
30/09/2016;1638.56;3671.86;1293.96;833.91;1703.2;675.11
01/10/2016;754.74;NA;765.38;391.02;774.06;757.83
02/10/2016;391.64;NA;400.6;631.95;1082.89;537.78
03/10/2016;4034.69;NA;878.86;1697.08;2126.67;2939.17
04/10/2016;584.14;NA;802.66;NA;1471.91;957.6
05/10/2016;3347.05;NA;3348.51;NA;6460.61;2220.49
06/10/2016;2137.42;NA;2246.37;NA;2894.12;1420.44
07/10/2016;387.7;NA;NA;NA;1011.07;624.04
08/10/2016;397.94;NA;550.62;NA;1556.1;454.86
09/10/2016;3225.64;NA;1774.75;NA;3036.79;1832.08
10/10/2016;1357.4;NA;1511.01;NA;1245.81;2234.4
11/10/2016;NA;NA;1588.02;NA;1405.94;804.38
12/10/2016;298.45;NA;NA;NA;NA;NA
13/10/2016;1185.86;NA;522.69;NA;1055.43;476.87
14/10/2016;1225.2;NA;1303.67;NA;NA;NA
15/10/2016;255.36;NA;457.29;NA;1774.85;762.49
16/10/2016;446.88;NA;375.09;NA;1191.68;285.29
17/10/2016;346.73;NA;251.37;NA;759.7;351.12
18/10/2016;530.8;NA;861.84;NA;966.11;896.55
19/10/2016;640.53;NA;571.63;1290.42;708.09;597.97
20/10/2016;1927.97;NA;2025.86;2108.72;2190.38;1843.11
21/10/2016;533.06;NA;397.4;1323.35;636.8;591.32
22/10/2016;573.5;NA;722.19;499.02;715.01;530.67
23/10/2016;394.74;NA;385.36;1216.15;483.19;630.95
24/10/2016;88.58;NA;187.26;977.8;483.19;179.91
25/10/2016;243.39;NA;553.41;1014.04;611.8;290.6
26/10/2016;896.95;NA;688.38;1276;584.4;2689.26
27/10/2016;766.08;NA;859.18;2707.12;1955.5;471.09
28/10/2016;402.33;NA;636.4;1000.82;675.91;187.93
29/10/2016;NA;NA;NA;1687.77;NA;NA
30/10/2016;NA;NA;353.78;485.18;NA;551.15
31/10/2016;345.27;NA;NA;1078.9;556.21;809.44
01/11/2016;260.68;NA;811.3;NA;1101.24;821.28
02/11/2016;188.33;NA;668.19;NA;655.02;560.73
03/11/2016;674.31;NA;1315.37;3027.61;1702.67;1203.78
04/11/2016;NA;NA;642.66;1844.57;1461.67;NA
05/11/2016;363.09;NA;383.57;NA;536.26;577.22
06/11/2016;200.03;NA;689.47;816.62;1117.07;488.38
07/11/2016;784.83;NA;364.29;1110.02;681.62;596.11
08/11/2016;624.04;NA;549.42;832.58;718.2;563.52
09/11/2016;836.44;NA;740.54;266;611.67;513.25
10/11/2016;623.77;NA;600.5;1074.64;1208.7;828.99
11/11/2016;678.3;NA;2161.52;2992.37;2525.91;1961.88
12/11/2016;4354.69;NA;931;1522.58;1478.96;2209.53
13/11/2016;787.63;NA;962.39;1281.32;1106.56;833.11
14/11/2016;331.17;NA;320.53;3378.63;1408.74;531.47
15/11/2016;374.53;NA;624.44;932.06;615.26;341.54
16/11/2016;343.14;NA;383.31;477.75;440.5;314.68
17/11/2016;152.15;NA;161.6;275.31;273.98;207.48
18/11/2016;174.76;NA;169.09;346.04;205.88;173.56
19/11/2016;147.73;NA;219.45;672.71;821.94;268.13
20/11/2016;254.68;NA;434.25;483.06;662.87;328.78
21/11/2016;238.09;NA;412.08;1861.33;748.26;797.46
22/11/2016;621.61;NA;442.62;2245.97;330.69;1725.94
23/11/2016;1006.13;NA;831.7;2943.82;1722.08;787.09
24/11/2016;1963.37;NA;1502.9;3897.95;4288.21;2378.04
25/11/2016;1809.86;NA;988.72;3421.23;5139.44;2482.05
26/11/2016;921.4;NA;638.4;1308.72;1788.58;997.5
27/11/2016;239.4;NA;359.4;925.98;904.93;336.76
28/11/2016;2960.58;NA;3856.47;4946.03;5844.54;3052.23
29/11/2016;2668.36;NA;2536.42;2643.22;3594.17;2104.85
30/11/2016;497.95;NA;664.73;1426.29;1249.67;605.68
01/12/2016;532.53;NA;1352.34;NA;525.62;272.12
02/12/2016;1108.42;NA;3265.15;1163.48;957.6;1885.41
03/12/2016;742.67;NA;660.21;966.64;256.96;409.37
04/12/2016;72.35;NA;184.34;1082.02;232.93;100.55
05/12/2016;1193.68;NA;841.22;727.78;434.38;970.37
06/12/2016;187.13;NA;321.59;479.23;606.88;269.99
07/12/2016;438.9;NA;250.17;629.62;404.32;621.78
08/12/2016;521.36;NA;353.12;970.37;890.97;370.8
09/12/2016;271.32;NA;316.54;673.78;371.07;627.76
10/12/2016;398.47;NA;266.53;646.65;476.94;1110.02
11/12/2016;600.59;NA;593.71;446.88;631.75;744.8
12/12/2016;406.98;NA;487.58;1324.41;1077.3;306.43
13/12/2016;149.23;NA;327.18;456.19;533.06;308.56
14/12/2016;246.85;NA;429.59;988.06;690.27;169.18
15/12/2016;222.64;NA;310.16;576.56;746.13;179.55
16/12/2016;292.2;NA;285.95;527.74;670.32;185.14
17/12/2016;323.19;NA;272.92;1180.38;813.83;363.09
18/12/2016;219.05;NA;282.49;1052.3;NA;266.27
19/12/2016;1391.71;NA;485.98;1141.94;1340.64;783.1
20/12/2016;1627.98;NA;758.9;1626.72;774.59;1262.17
21/12/2016;451.14;NA;603.82;2259.2;1260.44;705.43
22/12/2016;422.67;NA;357.5;1932.49;970.37;566.58
23/12/2016;283.29;NA;309.22;902.4;1094.32;351.12
24/12/2016;380.38;NA;368.68;1292.69;1368.7;379.05
25/12/2016;424.54;NA;314.41;674.71;690.97;370.01
26/12/2016;290.47;NA;268.13;242.59;335.16;411.77
27/12/2016;8456.54;NA;2439.22;975.16;1230.52;4264.51
28/12/2016;395.01;NA;841.22;2644.04;1761.45;901.08
29/12/2016;2247.04;192.85;1719.03;4625.21;3202.64;3598.98
30/12/2016;247.25;NA;370.8;845.08;432.25;424.54
31/12/2016;448.48;NA;454.86;1101.24;1364.18;177.82
01/01/2017;276.51;NA;290.47;1293.42;856.25;767.81
02/01/2017;235.81;NA;212.67;227.7;715.01;691.6
03/01/2017;1568.34;NA;1704.79;2922.41;795.87;1920.79
04/01/2017;867.16;1503.56;7335.22;1608.77;1311.91;6654.52
05/01/2017;6691.23;4959.57;8299.6;6515.67;5936.46;4150.66
06/01/2017;1615.28;2401.45;6101.91;1392.78;879.8;3211.95
07/01/2017;544.77;150.37;413.36;782.04;254.56;383.84
08/01/2017;929.94;198.87;833.91;941.2;979.41;680.56
09/01/2017;529.87;1140.48;648.51;1933;1561.29;395.01
10/01/2017;794.87;100.28;923.51;3015.51;1604.84;713.69
11/01/2017;NA;1308.06;1361.78;1750.01;1647.78;815.53
12/01/2017;NA;646;1279.15;1560.09;1570.52;1419.72
13/01/2017;NA;1376.95;NA;6717.03;5204.02;NA
14/01/2017;4215.83;492.1;3206.36;2030.11;3477.29;2330.16
15/01/2017;NA;83.79;960.92;1983.16;894.16;1418.31
16/01/2017;NA;182.21;694.13;3113.26;941.11;2187.85
17/01/2017;NA;89.11;454.86;3038.78;618.98;887.78
18/01/2017;NA;119.7;612.73;1668.35;800.66;497.42
19/01/2017;NA;89.11;1245.01;3070.04;1030.75;376.12
20/01/2017;NA;105.34;188.73;1177.85;583.74;323.32
21/01/2017;253.23;71.82;208.28;780.84;323.46;283.56
22/01/2017;746.93;77.54;452.47;771.4;850.4;619.78
23/01/2017;NA;NA;340.61;911.58;374.53;740.28
24/01/2017;531.34;59.85;335.16;794.68;798.8;633.08
25/01/2017;990.58;143.64;871.82;1254.46;905.46;735.36
26/01/2017;742.14;300.58;1089.27;2927.06;2118.69;1465.66
27/01/2017;318.14;NA;600.5;570.3;737.35;477.07
28/01/2017;444.35;624.83;605.68;953.88;373.06;473.48
29/01/2017;324.79;492.1;196.31;489.44;NA;335.16
30/01/2017;269.72;155.61;242.06;468.83;NA;194.58
31/01/2017;363.09;186.2;231.42;266.53;NA;217.85
01/02/2017;283.82;491.04;162.39;549.42;116.51;119.17
02/02/2017;NA;433.05;287.28;303.51;307.23;346.33
03/02/2017;NA;383.04;1039;3106.75;1772.89;1257.12
04/02/2017;NA;811.83;929.54;2800.1;1314.17;1598.66
05/02/2017;NA;1265.63;1327.34;7965.92;2939.3;2243.98
06/02/2017;NA;806.11;958.4;3980.2;2421.63;963.98
07/02/2017;NA;NA;574.56;1076.77;550.09;749.06
08/02/2017;NA;NA;1369.37;2826.52;1787.52;807.18
09/02/2017;360.49;1546.52;627.76;3188.01;2419.54;659.55
10/02/2017;637.87;767.54;1558.49;572.23;482.12;512.19
11/02/2017;NA;181.55;273.98;463.9;368.94;981.54
12/02/2017;152.68;NA;361.49;605.89;388.89;279.3
13/02/2017;719.9;NA;1342.87;1768.9;1469.92;1102.94
14/02/2017;735.49;632.02;788.42;1648.27;614.46;523.09
15/02/2017;768.21;359.9;967.18;2628.61;1556.1;574.56
16/02/2017;596.5;329.84;517.1;1120.39;816.35;555.81
17/02/2017;1167.47;2040.88;1360.59;1610.76;1372.96;925.68
18/02/2017;807.18;1742.83;788.02;817.15;1065.33;NA
19/02/2017;275.31;404.59;351.92;667.66;632.81;NA
20/02/2017;262.01;2324.84;336.43;654.36;587.86;NA
21/02/2017;1006.14;778.05;3428.21;1467.26;NA;2653.35
22/02/2017;812.89;1383.73;663.94;568.18;NA;1695.75
23/02/2017;192.58;3825.75;226.1;633.08;421.34;290.47
24/02/2017;530.67;1294.62;837.9;843.12;479.86;2159.39
25/02/2017;2039.63;2368.46;2792.36;4808.85;3743.91;2033.89
26/02/2017;410.57;798.8;444.35;649.04;328.51;832.05
27/02/2017;1656.65;3753.79;1154.44;516.7;734.16;1320.03
28/02/2017;645.02;357.24;1657.18;3071.1;8589.67;3228.47
01/03/2017;1404.08;474.81;2316.19;5429.06;7429.38;2469.01
02/03/2017;685.08;700.25;NA;881.12;662.74;1236.9
03/03/2017;596.11;1144.86;NA;1740.7;1592.01;358.55
04/03/2017;6387.19;1982.23;4171.54;6798.96;9286.73;9152.53
05/03/2017;1149.78;NA;NA;3658.53;4767.12;1617.28
06/03/2017;776.72;NA;575.36;2427.52;2728.08;779.38
07/03/2017;6052.03;NA;6011.6;2896.74;5737.89;4675.22
08/03/2017;2143.03;NA;527.34;1027.82;1361.12;938.45
09/03/2017;905.73;NA;1053.36;1422.57;860.24;1193.01
10/03/2017;NA;NA;6673.28;2229.61;2118.02;NA
11/03/2017;1366.44;1288.77;1252.33;1252.33;2229.61;1759.99
12/03/2017;1029.42;NA;1122.79;2506.78;2418.74;1079.83
13/03/2017;659.81;NA;845.61;1475.9;1292.76;569.77
14/03/2017;772.73;1714.9;899.35;1859.47;1154.31;836.3
15/03/2017;942.57;NA;1298.75;1628.59;1470.98;1334.79
16/03/2017;904.93;5324.52;519.23;983.14;740.28;627.23
17/03/2017;1003.88;4432.49;2158.06;1097.25;689.47;1099.24
18/03/2017;1703.86;2437.89;3395.36;1664.63;1127.84;3225.92
19/03/2017;1113.21;1971.06;1686.71;798.4;751.98;1461.54
20/03/2017;789.09;4950.79;625.63;851.6;756.5;701.44
21/03/2017;1010.8;3746.34;1167.61;1919.99;2435.89;801.28
22/03/2017;1937.79;1535.35;3823.63;3840.01;3188.01;4079.55
23/03/2017;2859.31;910.25;1767.04;1904.83;2399.63;3253.41
24/03/2017;1232.91;3591;1082.62;1400.22;1244.88;828.99
25/03/2017;1159.16;2194.5;1662.28;2360.08;2084.13;1945.17
26/03/2017;2699.81;2819.2;1795.5;6178.12;5943.83;1596.75
27/03/2017;1651.23;3128.16;933.66;1749.22;1606.64;1222.54
28/03/2017;674.58;4029.9;492.1;1129.44;657.02;706.63
29/03/2017;977.95;3050.49;715.81;1472.98;1831.68;1113.48
30/03/2017;652.36;3664.55;633.08;588.92;336.49;852.8
31/03/2017;736.29;3552.7;815.96;1780.07;1383.2;827.26
01/04/2017;1067.99;3404.27;2274.3;3472.31;1984.49;2744.24
02/04/2017;1750.28;2994.89;1062.94;7686.34;4588.5;860.24
03/04/2017;847.21;2105.92;2149.81;3254.78;3553.49;2350.91
04/04/2017;3037.19;2417.81;842.69;4585.65;4090.57;2138.91
05/04/2017;1433.74;3688.09;1584.56;2826.25;4325.76;1571.26
06/04/2017;1187.69;3356.26;1284.78;1592.94;672.45;1027.82
07/04/2017;955.21;3389.9;897.75;1612.09;2022.13;703.17
08/04/2017;735.49;5120.77;510.19;872.48;465.5;681.49
09/04/2017;1032.08;4988.83;847.88;1373.49;1062.14;787.36
10/04/2017;701.97;5492.5;800.39;766.08;802.26;1024.1
11/04/2017;1365.78;3004.6;1135.29;1504.5;1061.34;944.03
12/04/2017;1129.97;4520.4;1139.54;1876.46;1581.9;1609.3
13/04/2017;1719.16;2590.84;2779.03;1723.68;2110.31;3091.85
14/04/2017;778.85;5809.44;1552.78;1003.22;679.76;896.95
15/04/2017;861.44;4389.13;605.15;1708.25;2206.2;1106.56
16/04/2017;NA;2099.4;2089.7;4959.44;4440.52;4178.33
17/04/2017;NA;4688.25;1548.12;3727.42;3864.85;2617.97
18/04/2017;NA;6473.38;7716.13;4717.78;6308.19;13473.96
19/04/2017;NA;2956.72;4917.54;4688.25;5543.04;5928.34
20/04/2017;5460.05;4337.8;1915.73;3057.67;2135.98;3346.01
21/04/2017;1220.94;5706.76;1498.91;1299.14;1394.9;1008.27
22/04/2017;1656.65;6369.1;2291.06;2045.01;1910.15;1401.82
23/04/2017;1926.11;3295.74;1958.42;2579.14;3315.64;2245.04
24/04/2017;761.29;2642.98;1108.14;2741.31;1696.15;945.63
25/04/2017;5753.75;1677.93;1167.74;1147.12;5295.53;975.42
26/04/2017;1228.92;470.29;1894.98;2277.89;3832.4;1603.98
27/04/2017;1337.47;1764.05;446.22;798.36;1457.02;2141.3
28/04/2017;5647.84;4125.66;5669.79;3104.89;4007.02;6486.6
29/04/2017;1929.56;3126.3;742.14;1705.73;2026.92;932.99
30/04/2017;778.32;4975.53;887.38;994.31;1504.23;1179.18
01/05/2017;3758.58;2925.34;2613.98;5955.21;3846.36;2688.99
02/05/2017;1240.09;1903.1;2040.89;1803.48;3245.47;2087.28
03/05/2017;1345.96;3344.02;1119.86;1855.35;1871.31;1498.91
04/05/2017;561.79;1718.36;1643.88;1439.59;620.98;951.35
05/05/2017;772.86;2297.84;719;2346.12;1125.98;1034.08
